label,sign,accuracy,n_val
95,give,0.3142857142857143,35
216,there,0.3333333333333333,36
233,wake,0.375,40
46,close,0.3783783783783784,37
150,nap,0.38461538461538464,39
21,beside,0.45161290322580644,31
222,tongue,0.4594594594594595,37
27,boat,0.4594594594594595,37
97,go,0.46153846153846156,39
134,lips,0.475,40
53,cut,0.5135135135135135,37
70,empty,0.5135135135135135,37
161,open,0.5142857142857142,35
231,vacuum,0.5161290322580645,31
167,pen,0.525,40
179,puppy,0.5277777777777778,36
160,on,0.5405405405405406,37
28,book,0.5405405405405406,37
126,jeans,0.5526315789473685,38
205,stay,0.5526315789473685,38
137,loud,0.5641025641025641,39
18,bedroom,0.5641025641025641,39
166,pajamas,0.5641025641025641,39
188,room,0.5675675675675675,37
41,cheek,0.5675675675675675,37
225,touch,0.5675675675675675,37
43,chin,0.5714285714285714,35
1,after,0.5714285714285714,35
20,before,0.5714285714285714,35
74,fall,0.5789473684210527,38
127,jump,0.5789473684210527,38
80,finger,0.5789473684210527,38
124,into,0.5833333333333334,36
152,night,0.5882352941176471,34
108,have,0.5882352941176471,34
36,car,0.6,35
84,fish,0.6052631578947368,38
13,bad,0.6052631578947368,38
235,wet,0.6052631578947368,38
215,that,0.6052631578947368,38
111,hear,0.6097560975609756,41
116,hide,0.6111111111111112,36
3,all,0.6153846153846154,39
180,puzzle,0.6176470588235294,34
38,cat,0.625,40
11,awake,0.625,40
185,red,0.631578947368421,38
227,tree,0.631578947368421,38
105,happy,0.631578947368421,38
99,grandma,0.631578947368421,38
199,sleep,0.631578947368421,38
136,look,0.6341463414634146,41
223,tooth,0.6410256410256411,39
98,goose,0.6410256410256411,39
149,mouth,0.6410256410256411,39
178,pretty,0.6410256410256411,39
170,person,0.6451612903225806,31
211,table,0.6470588235294118,34
208,story,0.6486486486486487,37
248,zebra,0.6486486486486487,37
12,backyard,0.6486486486486487,37
241,will,0.6486486486486487,37
45,clean,0.6571428571428571,35
7,any,0.6571428571428571,35
206,sticky,0.6571428571428571,35
232,wait,0.6571428571428571,35
202,snack,0.6578947368421053,38
112,helicopter,0.6578947368421053,38
67,duck,0.6585365853658537,41
76,fast,0.6666666666666666,36
115,hesheit,0.6666666666666666,36
61,down,0.6666666666666666,33
129,kitty,0.6666666666666666,39
135,listen,0.6666666666666666,42
139,make,0.675,40
62,drawer,0.6756756756756757,37
71,every,0.6756756756756757,37
40,chair,0.6756756756756757,37
35,can,0.6756756756756757,37
