label,sign,accuracy,n_val
95,give,0.34285714285714286,35
233,wake,0.35,40
21,beside,0.3548387096774194,31
150,nap,0.38461538461538464,39
149,mouth,0.41025641025641024,39
216,there,0.4166666666666667,36
126,jeans,0.4473684210526316,38
231,vacuum,0.45161290322580644,31
46,close,0.4594594594594595,37
124,into,0.4722222222222222,36
1,after,0.4857142857142857,35
27,boat,0.4864864864864865,37
70,empty,0.5135135135135135,37
12,backyard,0.5135135135135135,37
179,puppy,0.5277777777777778,36
76,fast,0.5277777777777778,36
125,jacket,0.5294117647058824,34
152,night,0.5294117647058824,34
111,hear,0.5365853658536586,41
66,dryer,0.5405405405405406,37
161,open,0.5428571428571428,35
99,grandma,0.5526315789473685,38
205,stay,0.5526315789473685,38
18,bedroom,0.5641025641025641,39
97,go,0.5641025641025641,39
3,all,0.5641025641025641,39
188,room,0.5675675675675675,37
160,on,0.5675675675675675,37
225,touch,0.5675675675675675,37
45,clean,0.5714285714285714,35
11,awake,0.575,40
134,lips,0.575,40
61,down,0.5757575757575758,33
80,finger,0.5789473684210527,38
215,that,0.5789473684210527,38
222,tongue,0.5945945945945946,37
53,cut,0.5945945945945946,37
187,ride,0.6,35
20,before,0.6,35
232,wait,0.6,35
249,zipper,0.6,30
144,mitten,0.6052631578947368,38
13,bad,0.6052631578947368,38
136,look,0.6097560975609756,41
170,person,0.6129032258064516,31
223,tooth,0.6153846153846154,39
108,have,0.6176470588235294,34
135,listen,0.6190476190476191,42
241,will,0.6216216216216216,37
28,book,0.6216216216216216,37
167,pen,0.625,40
42,child,0.6285714285714286,35
247,yucky,0.631578947368421,38
202,snack,0.631578947368421,38
235,wet,0.631578947368421,38
105,happy,0.631578947368421,38
127,jump,0.631578947368421,38
107,hate,0.6388888888888888,36
64,drop,0.6388888888888888,36
186,refrigerator,0.6388888888888888,36
244,yes,0.6410256410256411,39
168,pencil,0.6410256410256411,39
41,cheek,0.6486486486486487,37
62,drawer,0.6486486486486487,37
153,no,0.6486486486486487,37
200,sleepy,0.65,40
5,animal,0.6571428571428571,35
112,helicopter,0.6578947368421053,38
69,elephant,0.6578947368421053,38
74,fall,0.6578947368421053,38
185,red,0.6578947368421053,38
84,fish,0.6578947368421053,38
227,tree,0.6578947368421053,38
190,same,0.6578947368421053,38
166,pajamas,0.6666666666666666,39
178,pretty,0.6666666666666666,39
52,cry,0.6666666666666666,39
129,kitty,0.6666666666666666,39
85,flag,0.6666666666666666,39
151,napkin,0.675,40
139,make,0.675,40
35,can,0.6756756756756757,37
6,another,0.6756756756756757,37
199,sleep,0.6842105263157895,38
7,any,0.6857142857142857,35
17,bed,0.6857142857142857,35
81,finish,0.6923076923076923,39
181,quiet,0.6944444444444444,36
175,pool,0.6944444444444444,36
75,farm,0.7,40
117,high,0.7027027027027027,37
207,store,0.7027027027027027,37
180,puzzle,0.7058823529411765,34
191,say,0.7105263157894737,38
93,giraffe,0.7105263157894737,38
206,sticky,0.7142857142857143,35
109,haveto,0.7142857142857143,35
15,bath,0.7142857142857143,35
4,alligator,0.717948717948718,39
96,glasswindow,0.717948717948718,39
98,goose,0.717948717948718,39
9,arm,0.7222222222222222,36
220,time,0.7222222222222222,36
154,noisy,0.7222222222222222,36
217,think,0.725,40
248,zebra,0.7297297297297297,37
73,face,0.7297297297297297,37
77,feet,0.7297297297297297,37
39,cereal,0.7368421052631579,38
48,cloud,0.7368421052631579,38
204,stairs,0.7368421052631579,38
56,dance,0.7419354838709677,31
176,potty,0.7428571428571429,35
43,chin,0.7428571428571429,35
203,snow,0.7435897435897436,39
137,loud,0.7435897435897436,39
72,eye,0.7435897435897436,39
92,gift,0.7435897435897436,39
172,pizza,0.75,40
164,owie,0.75,36
115,hesheit,0.75,36
128,kiss,0.75,40
171,pig,0.7567567567567568,37
208,story,0.7567567567567568,37
192,scissors,0.7567567567567568,37
236,weus,0.7567567567567568,37
94,girl,0.7631578947368421,38
0,TV,0.7631578947368421,38
201,smile,0.7631578947368421,38
142,milk,0.7631578947368421,38
102,green,0.7631578947368421,38
156,not,0.7631578947368421,38
114,hen,0.7631578947368421,38
211,table,0.7647058823529411,34
210,sun,0.7692307692307693,39
174,police,0.7692307692307693,39
14,balloon,0.7692307692307693,39
140,man,0.7692307692307693,39
65,dry,0.7692307692307693,39
101,grass,0.7692307692307693,39
36,car,0.7714285714285715,35
33,bye,0.775,40
177,pretend,0.775,40
245,yesterday,0.775,40
38,cat,0.775,40
240,why,0.7777777777777778,36
79,fine,0.7777777777777778,36
147,morning,0.7837837837837838,37
130,lamp,0.7837837837837838,37
71,every,0.7837837837837838,37
22,better,0.7894736842105263,38
243,yellow,0.7894736842105263,38
226,toy,0.7894736842105263,38
132,like,0.7894736842105263,38
24,black,0.7948717948717948,39
68,ear,0.7948717948717948,39
47,closet,0.7948717948717948,39
37,carrot,0.7948717948717948,39
221,tomorrow,0.7948717948717948,39
230,up,0.7948717948717948,39
2,airplane,0.7948717948717948,39
158,nuts,0.8,40
19,bee,0.8,40
184,read,0.8055555555555556,36
57,dirty,0.8055555555555556,36
26,blue,0.8055555555555556,36
157,now,0.8108108108108109,37
237,where,0.8108108108108109,37
238,white,0.8108108108108109,37
229,underwear,0.8108108108108109,37
123,if,0.8108108108108109,37
40,chair,0.8108108108108109,37
183,rain,0.8157894736842105,38
55,dad,0.8157894736842105,38
131,later,0.8157894736842105,38
173,please,0.8157894736842105,38
44,chocolate,0.8205128205128205,39
242,wolf,0.8205128205128205,39
138,mad,0.8205128205128205,39
193,see,0.8205128205128205,39
159,old,0.8205128205128205,39
86,flower,0.825,40
23,bird,0.825,40
30,brother,0.825,40
224,toothbrush,0.825,40
195,shirt,0.8285714285714286,35
148,mouse,0.8292682926829268,41
196,shoe,0.8333333333333334,36
116,hide,0.8333333333333334,36
214,thankyou,0.8333333333333334,36
121,hungry,0.8421052631578947,38
120,hot,0.8421052631578947,38
58,dog,0.8421052631578947,38
29,boy,0.8421052631578947,38
141,many,0.8421052631578947,38
