label,sign,accuracy,n_val
95,give,0.34285714285714286,35
21,beside,0.3548387096774194,31
150,nap,0.358974358974359,39
216,there,0.3888888888888889,36
149,mouth,0.4358974358974359,39
233,wake,0.45,40
11,awake,0.45,40
27,boat,0.4594594594594595,37
179,puppy,0.4722222222222222,36
136,look,0.5121951219512195,41
97,go,0.5128205128205128,39
46,close,0.5135135135135135,37
1,after,0.5142857142857142,35
215,that,0.5263157894736842,38
126,jeans,0.5263157894736842,38
125,jacket,0.5294117647058824,34
166,pajamas,0.5384615384615384,39
3,all,0.5384615384615384,39
161,open,0.5428571428571428,35
231,vacuum,0.5483870967741935,31
205,stay,0.5526315789473685,38
20,before,0.5714285714285714,35
227,tree,0.5789473684210527,38
185,red,0.5789473684210527,38
202,snack,0.5789473684210527,38
124,into,0.5833333333333334,36
76,fast,0.5833333333333334,36
115,hesheit,0.5833333333333334,36
18,bedroom,0.5897435897435898,39
223,tooth,0.5897435897435898,39
70,empty,0.5945945945945946,37
28,book,0.5945945945945946,37
241,will,0.5945945945945946,37
12,backyard,0.5945945945945946,37
62,drawer,0.5945945945945946,37
7,any,0.6,35
69,elephant,0.6052631578947368,38
127,jump,0.6052631578947368,38
235,wet,0.6052631578947368,38
56,dance,0.6129032258064516,31
170,person,0.6129032258064516,31
168,pencil,0.6153846153846154,39
160,on,0.6216216216216216,37
225,touch,0.6216216216216216,37
53,cut,0.6216216216216216,37
38,cat,0.625,40
167,pen,0.625,40
134,lips,0.625,40
5,animal,0.6285714285714286,35
247,yucky,0.631578947368421,38
80,finger,0.631578947368421,38
144,mitten,0.631578947368421,38
152,night,0.6470588235294118,34
188,room,0.6486486486486487,37
41,cheek,0.6486486486486487,37
200,sleepy,0.65,40
36,car,0.6571428571428571,35
43,chin,0.6571428571428571,35
84,fish,0.6578947368421053,38
48,cloud,0.6578947368421053,38
107,hate,0.6666666666666666,36
137,loud,0.6666666666666666,39
186,refrigerator,0.6666666666666666,36
178,pretty,0.6666666666666666,39
151,napkin,0.675,40
139,make,0.675,40
6,another,0.6756756756756757,37
35,can,0.6756756756756757,37
130,lamp,0.6756756756756757,37
208,story,0.6756756756756757,37
153,no,0.6756756756756757,37
111,hear,0.6829268292682927,41
99,grandma,0.6842105263157895,38
74,fall,0.6842105263157895,38
13,bad,0.6842105263157895,38
129,kitty,0.6923076923076923,39
85,flag,0.6923076923076923,39
52,cry,0.6923076923076923,39
244,yes,0.6923076923076923,39
64,drop,0.6944444444444444,36
116,hide,0.6944444444444444,36
181,quiet,0.6944444444444444,36
61,down,0.696969696969697,33
249,zipper,0.7,30
75,farm,0.7,40
40,chair,0.7027027027027027,37
229,underwear,0.7027027027027027,37
192,scissors,0.7027027027027027,37
180,puzzle,0.7058823529411765,34
22,better,0.7105263157894737,38
105,happy,0.7105263157894737,38
112,helicopter,0.7105263157894737,38
190,same,0.7105263157894737,38
93,giraffe,0.7105263157894737,38
232,wait,0.7142857142857143,35
135,listen,0.7142857142857143,42
15,bath,0.7142857142857143,35
176,potty,0.7142857142857143,35
42,child,0.7142857142857143,35
210,sun,0.717948717948718,39
98,goose,0.717948717948718,39
96,glasswindow,0.717948717948718,39
72,eye,0.717948717948718,39
175,pool,0.7222222222222222,36
154,noisy,0.7222222222222222,36
240,why,0.7222222222222222,36
217,think,0.725,40
