label,sign,accuracy,n_val
150,nap,0.07692307692307693,39
95,give,0.14285714285714285,35
80,finger,0.15789473684210525,38
12,backyard,0.1891891891891892,37
46,close,0.1891891891891892,37
167,pen,0.2,40
97,go,0.20512820512820512,39
149,mouth,0.20512820512820512,39
11,awake,0.225,40
166,pajamas,0.23076923076923078,39
126,jeans,0.23684210526315788,38
160,on,0.24324324324324326,37
179,puppy,0.25,36
216,there,0.25,36
124,into,0.25,36
18,bedroom,0.2564102564102564,39
168,pencil,0.2564102564102564,39
13,bad,0.2631578947368421,38
215,that,0.2631578947368421,38
77,feet,0.2702702702702703,37
76,fast,0.2777777777777778,36
129,kitty,0.28205128205128205,39
187,ride,0.2857142857142857,35
205,stay,0.2894736842105263,38
21,beside,0.2903225806451613,31
71,every,0.2972972972972973,37
208,story,0.2972972972972973,37
19,bee,0.3,40
184,read,0.3055555555555556,36
137,loud,0.3076923076923077,39
161,open,0.3142857142857143,35
136,look,0.3170731707317073,41
70,empty,0.32432432432432434,37
3,all,0.3333333333333333,39
202,snack,0.34210526315789475,38
53,cut,0.35135135135135137,37
188,room,0.35135135135135137,37
125,jacket,0.35294117647058826,34
170,person,0.3548387096774194,31
223,tooth,0.358974358974359,39
186,refrigerator,0.3611111111111111,36
1,after,0.37142857142857144,35
200,sleepy,0.375,40
28,book,0.3783783783783784,37
178,pretty,0.38461538461538464,39
85,flag,0.38461538461538464,39
96,glasswindow,0.38461538461538464,39
231,vacuum,0.3870967741935484,31
154,noisy,0.3888888888888889,36
144,mitten,0.39473684210526316,38
227,tree,0.39473684210526316,38
112,helicopter,0.39473684210526316,38
206,sticky,0.4,35
233,wake,0.4,40
66,dryer,0.40540540540540543,37
225,touch,0.40540540540540543,37
35,can,0.40540540540540543,37
14,balloon,0.41025641025641024,39
115,hesheit,0.4166666666666667,36
64,drop,0.4166666666666667,36
74,fall,0.42105263157894735,38
51,cowboy,0.42105263157894735,38
58,dog,0.42105263157894735,38
127,jump,0.42105263157894735,38
199,sleep,0.42105263157894735,38
235,wet,0.42105263157894735,38
247,yucky,0.42105263157894735,38
151,napkin,0.425,40
176,potty,0.42857142857142855,35
7,any,0.42857142857142855,35
6,another,0.43243243243243246,37
222,tongue,0.43243243243243246,37
241,will,0.43243243243243246,37
152,night,0.4411764705882353,34
181,quiet,0.4444444444444444,36
99,grandma,0.4473684210526316,38
128,kiss,0.45,40
73,face,0.4594594594594595,37
130,lamp,0.4594594594594595,37
62,drawer,0.4594594594594595,37
37,carrot,0.46153846153846156,39
221,tomorrow,0.46153846153846156,39
98,goose,0.46153846153846156,39
249,zipper,0.4666666666666667,30
180,puzzle,0.47058823529411764,34
116,hide,0.4722222222222222,36
185,red,0.47368421052631576,38
93,giraffe,0.47368421052631576,38
48,cloud,0.47368421052631576,38
33,bye,0.475,40
41,cheek,0.4864864864864865,37
229,underwear,0.4864864864864865,37
244,yes,0.48717948717948717,39
169,penny,0.48717948717948717,39
111,hear,0.4878048780487805,41
175,pool,0.5,36
107,hate,0.5,36
69,elephant,0.5,38
29,boy,0.5,38
39,cereal,0.5,38
172,pizza,0.5,40
164,owie,0.5,36
75,farm,0.5,40
79,fine,0.5,36
139,make,0.5,40
134,lips,0.5,40
148,mouse,0.5121951219512195,41
52,cry,0.5128205128205128,39
65,dry,0.5128205128205128,39
47,closet,0.5128205128205128,39
123,if,0.5135135135135135,37
232,wait,0.5142857142857142,35
42,child,0.5142857142857142,35
61,down,0.5151515151515151,33
38,cat,0.525,40
177,pretend,0.525,40
190,same,0.5263157894736842,38
204,stairs,0.5263157894736842,38
201,smile,0.5263157894736842,38
105,happy,0.5263157894736842,38
9,arm,0.5277777777777778,36
214,thankyou,0.5277777777777778,36
211,table,0.5294117647058824,34
72,eye,0.5384615384615384,39
4,alligator,0.5384615384615384,39
236,weus,0.5405405405405406,37
40,chair,0.5405405405405406,37
109,haveto,0.5428571428571428,35
5,animal,0.5428571428571428,35
43,chin,0.5428571428571428,35
15,bath,0.5428571428571428,35
135,listen,0.5476190476190477,42
224,toothbrush,0.55,40
156,not,0.5526315789473685,38
84,fish,0.5526315789473685,38
81,finish,0.5641025641025641,39
27,boat,0.5675675675675675,37
36,car,0.5714285714285714,35
20,before,0.5714285714285714,35
158,nuts,0.575,40
16,because,0.575,40
120,hot,0.5789473684210527,38
191,say,0.5789473684210527,38
218,thirsty,0.5833333333333334,36
26,blue,0.5833333333333334,36
203,snow,0.5897435897435898,39
24,black,0.5897435897435898,39
