label,sign,accuracy,n_val
95,give,0.34285714285714286,35
150,nap,0.358974358974359,39
216,there,0.3888888888888889,36
21,beside,0.41935483870967744,31
231,vacuum,0.41935483870967744,31
167,pen,0.425,40
97,go,0.4358974358974359,39
233,wake,0.45,40
46,close,0.4594594594594595,37
149,mouth,0.46153846153846156,39
27,boat,0.4864864864864865,37
166,pajamas,0.48717948717948717,39
152,night,0.5,34
11,awake,0.5,40
215,that,0.5,38
136,look,0.5121951219512195,41
20,before,0.5142857142857142,35
205,stay,0.5263157894736842,38
126,jeans,0.5263157894736842,38
179,puppy,0.5277777777777778,36
125,jacket,0.5294117647058824,34
161,open,0.5428571428571428,35
168,pencil,0.5641025641025641,39
3,all,0.5641025641025641,39
160,on,0.5675675675675675,37
225,touch,0.5675675675675675,37
70,empty,0.5675675675675675,37
1,after,0.5714285714285714,35
127,jump,0.5789473684210527,38
144,mitten,0.5789473684210527,38
185,red,0.5789473684210527,38
170,person,0.5806451612903226,31
64,drop,0.5833333333333334,36
18,bedroom,0.5897435897435898,39
12,backyard,0.5945945945945946,37
28,book,0.5945945945945946,37
188,room,0.5945945945945946,37
43,chin,0.6,35
15,bath,0.6,35
200,sleepy,0.6,40
232,wait,0.6,35
187,ride,0.6,35
199,sleep,0.6052631578947368,38
84,fish,0.6052631578947368,38
235,wet,0.6052631578947368,38
202,snack,0.6052631578947368,38
111,hear,0.6097560975609756,41
124,into,0.6111111111111112,36
98,goose,0.6153846153846154,39
208,story,0.6216216216216216,37
53,cut,0.6216216216216216,37
66,dryer,0.6216216216216216,37
153,no,0.6216216216216216,37
134,lips,0.625,40
206,sticky,0.6285714285714286,35
45,clean,0.6285714285714286,35
5,animal,0.6285714285714286,35
7,any,0.6285714285714286,35
13,bad,0.631578947368421,38
80,finger,0.631578947368421,38
115,hesheit,0.6388888888888888,36
76,fast,0.6388888888888888,36
107,hate,0.6388888888888888,36
85,flag,0.6410256410256411,39
244,yes,0.6410256410256411,39
193,see,0.6410256410256411,39
65,dry,0.6410256410256411,39
135,listen,0.6428571428571429,42
108,have,0.6470588235294118,34
41,cheek,0.6486486486486487,37
241,will,0.6486486486486487,37
151,napkin,0.65,40
176,potty,0.6571428571428571,35
201,smile,0.6578947368421053,38
132,like,0.6578947368421053,38
190,same,0.6578947368421053,38
227,tree,0.6578947368421053,38
74,fall,0.6578947368421053,38
112,helicopter,0.6578947368421053,38
99,grandma,0.6578947368421053,38
96,glasswindow,0.6666666666666666,39
116,hide,0.6666666666666666,36
52,cry,0.6666666666666666,39
61,down,0.6666666666666666,33
186,refrigerator,0.6666666666666666,36
154,noisy,0.6666666666666666,36
139,make,0.675,40
177,pretend,0.675,40
77,feet,0.6756756756756757,37
73,face,0.6756756756756757,37
211,table,0.6764705882352942,34
105,happy,0.6842105263157895,38
93,giraffe,0.6842105263157895,38
42,child,0.6857142857142857,35
203,snow,0.6923076923076923,39
129,kitty,0.6923076923076923,39
178,pretty,0.6923076923076923,39
72,eye,0.6923076923076923,39
181,quiet,0.6944444444444444,36
249,zipper,0.7,30
71,every,0.7027027027027027,37
236,weus,0.7027027027027027,37
62,drawer,0.7027027027027027,37
58,dog,0.7105263157894737,38
36,car,0.7142857142857143,35
210,sun,0.717948717948718,39
137,loud,0.717948717948718,39
163,outside,0.717948717948718,39
92,gift,0.717948717948718,39
164,owie,0.7222222222222222,36
128,kiss,0.725,40
217,think,0.725,40
38,cat,0.725,40
117,high,0.7297297297297297,37
35,can,0.7297297297297297,37
6,another,0.7297297297297297,37
192,scissors,0.7297297297297297,37
222,tongue,0.7297297297297297,37
130,lamp,0.7297297297297297,37
180,puzzle,0.7352941176470589,34
69,elephant,0.7368421052631579,38
191,say,0.7368421052631579,38
247,yucky,0.7368421052631579,38
22,better,0.7368421052631579,38
17,bed,0.7428571428571429,35
223,tooth,0.7435897435897436,39
81,finish,0.7435897435897436,39
37,carrot,0.7435897435897436,39
224,toothbrush,0.75,40
196,shoe,0.75,36
175,pool,0.75,36
9,arm,0.75,36
207,store,0.7567567567567568,37
248,zebra,0.7567567567567568,37
40,chair,0.7567567567567568,37
171,pig,0.7567567567567568,37
94,girl,0.7631578947368421,38
102,green,0.7631578947368421,38
156,not,0.7631578947368421,38
48,cloud,0.7631578947368421,38
4,alligator,0.7692307692307693,39
138,mad,0.7692307692307693,39
158,nuts,0.775,40
172,pizza,0.775,40
19,bee,0.775,40
75,farm,0.775,40
220,time,0.7777777777777778,36
214,thankyou,0.7777777777777778,36
26,blue,0.7777777777777778,36
147,morning,0.7837837837837838,37
