label,sign,accuracy,n_val
11,awake,0.225,40
21,beside,0.22580645161290322,31
231,vacuum,0.2903225806451613,31
149,mouth,0.3076923076923077,39
95,give,0.34285714285714286,35
150,nap,0.358974358974359,39
27,boat,0.40540540540540543,37
136,look,0.4146341463414634,41
216,there,0.4166666666666667,36
166,pajamas,0.4358974358974359,39
179,puppy,0.4722222222222222,36
46,close,0.4864864864864865,37
233,wake,0.5,40
127,jump,0.5,38
111,hear,0.5121951219512195,41
3,all,0.5128205128205128,39
97,go,0.5128205128205128,39
168,pencil,0.5128205128205128,39
70,empty,0.5135135135135135,37
161,open,0.5142857142857142,35
116,hide,0.5277777777777778,36
76,fast,0.5277777777777778,36
18,bedroom,0.5384615384615384,39
222,tongue,0.5405405405405406,37
53,cut,0.5405405405405406,37
187,ride,0.5428571428571428,35
170,person,0.5483870967741935,31
167,pen,0.55,40
126,jeans,0.5526315789473685,38
235,wet,0.5526315789473685,38
180,puzzle,0.5588235294117647,34
244,yes,0.5641025641025641,39
28,book,0.5675675675675675,37
5,animal,0.5714285714285714,35
20,before,0.5714285714285714,35
45,clean,0.5714285714285714,35
74,fall,0.5789473684210527,38
112,helicopter,0.5789473684210527,38
199,sleep,0.5789473684210527,38
80,finger,0.5789473684210527,38
191,say,0.5789473684210527,38
202,snack,0.5789473684210527,38
247,yucky,0.5789473684210527,38
152,night,0.5882352941176471,34
125,jacket,0.5882352941176471,34
71,every,0.5945945945945946,37
134,lips,0.6,40
249,zipper,0.6,30
43,chin,0.6,35
172,pizza,0.6,40
185,red,0.6052631578947368,38
9,arm,0.6111111111111112,36
107,hate,0.6111111111111112,36
124,into,0.6111111111111112,36
96,glasswindow,0.6153846153846154,39
223,tooth,0.6153846153846154,39
188,room,0.6216216216216216,37
12,backyard,0.6216216216216216,37
77,feet,0.6216216216216216,37
238,white,0.6216216216216216,37
42,child,0.6285714285714286,35
7,any,0.6285714285714286,35
205,stay,0.631578947368421,38
61,down,0.6363636363636364,33
115,hesheit,0.6388888888888888,36
64,drop,0.6388888888888888,36
85,flag,0.6410256410256411,39
129,kitty,0.6410256410256411,39
92,gift,0.6410256410256411,39
4,alligator,0.6410256410256411,39
135,listen,0.6428571428571429,42
40,chair,0.6486486486486487,37
41,cheek,0.6486486486486487,37
225,touch,0.6486486486486487,37
248,zebra,0.6486486486486487,37
241,will,0.6486486486486487,37
153,no,0.6486486486486487,37
128,kiss,0.65,40
1,after,0.6571428571428571,35
15,bath,0.6571428571428571,35
232,wait,0.6571428571428571,35
190,same,0.6578947368421053,38
144,mitten,0.6578947368421053,38
84,fish,0.6578947368421053,38
13,bad,0.6578947368421053,38
201,smile,0.6578947368421053,38
163,outside,0.6666666666666666,39
137,loud,0.6666666666666666,39
175,pool,0.6666666666666666,36
98,goose,0.6666666666666666,39
81,finish,0.6666666666666666,39
240,why,0.6666666666666666,36
217,think,0.675,40
66,dryer,0.6756756756756757,37
35,can,0.6756756756756757,37
211,table,0.6764705882352942,34
108,have,0.6764705882352942,34
142,milk,0.6842105263157895,38
58,dog,0.6842105263157895,38
105,happy,0.6842105263157895,38
99,grandma,0.6842105263157895,38
69,elephant,0.6842105263157895,38
93,giraffe,0.6842105263157895,38
36,car,0.6857142857142857,35
37,carrot,0.6923076923076923,39
140,man,0.6923076923076923,39
178,pretty,0.6923076923076923,39
184,read,0.6944444444444444,36
164,owie,0.6944444444444444,36
186,refrigerator,0.6944444444444444,36
139,make,0.7,40
200,sleepy,0.7,40
224,toothbrush,0.7,40
38,cat,0.7,40
160,on,0.7027027027027027,37
229,underwear,0.7027027027027027,37
208,story,0.7027027027027027,37
192,scissors,0.7027027027027027,37
48,cloud,0.7105263157894737,38
215,that,0.7105263157894737,38
206,sticky,0.7142857142857143,35
159,old,0.717948717948718,39
65,dry,0.717948717948718,39
151,napkin,0.725,40
177,pretend,0.725,40
73,face,0.7297297297297297,37
123,if,0.7297297297297297,37
6,another,0.7297297297297297,37
130,lamp,0.7297297297297297,37
207,store,0.7297297297297297,37
147,morning,0.7297297297297297,37
22,better,0.7368421052631579,38
94,girl,0.7368421052631579,38
39,cereal,0.7368421052631579,38
174,police,0.7435897435897436,39
72,eye,0.7435897435897436,39
75,farm,0.75,40
220,time,0.75,36
154,noisy,0.75,36
19,bee,0.75,40
171,pig,0.7567567567567568,37
173,please,0.7631578947368421,38
227,tree,0.7631578947368421,38
132,like,0.7631578947368421,38
102,green,0.7631578947368421,38
0,TV,0.7631578947368421,38
24,black,0.7692307692307693,39
213,taste,0.7692307692307693,39
203,snow,0.7692307692307693,39
52,cry,0.7692307692307693,39
56,dance,0.7741935483870968,31
30,brother,0.775,40
79,fine,0.7777777777777778,36
117,high,0.7837837837837838,37
62,drawer,0.7837837837837838,37
91,garbage,0.7837837837837838,37
143,minemy,0.7894736842105263,38
204,stairs,0.7894736842105263,38
226,toy,0.7894736842105263,38
156,not,0.7894736842105263,38
29,boy,0.7894736842105263,38
131,later,0.7894736842105263,38
221,tomorrow,0.7948717948717948,39
101,grass,0.7948717948717948,39
2,airplane,0.7948717948717948,39
14,balloon,0.7948717948717948,39
245,yesterday,0.8,40
176,potty,0.8,35
109,haveto,0.8,35
23,bird,0.8,40
50,cow,0.8,40
57,dirty,0.8055555555555556,36
26,blue,0.8055555555555556,36
218,thirsty,0.8055555555555556,36
181,quiet,0.8055555555555556,36
236,weus,0.8108108108108109,37
155,nose,0.8157894736842105,38
234,water,0.8157894736842105,38
120,hot,0.8157894736842105,38
242,wolf,0.8205128205128205,39
210,sun,0.8205128205128205,39
182,radio,0.8205128205128205,39
10,aunt,0.8205128205128205,39
219,tiger,0.8205128205128205,39
